now,published_at,price,land_type,size,price_m2,property_legal_document,pty_characteristics,width,size_unit,direction,length,house_type,rooms,toilets,furnishing_sell,floors,living_size,property_status,apartment_type,block,commercial_type,floornumber,apartment_feature,property_back_condition,street_id,unitnumber,balconydirection
2025-10-04T12:31:12.974029,Cập nhật 9 ngày trước,"7,8 tỷ",,36 m²,"216,67 triệu/m²",Đã có sổ,Hiện trạng khác,,,,,"Nhà ngõ, hẻm",4 phòng,,Nội thất cao cấp,4,,,,,,,,,,,
2025-10-04T12:31:13.000707,Cập nhật 5 ngày trước,"13,2 tỷ",,60 m²,220 triệu/m²,Đã có sổ,Hẻm xe hơi Nhà nở hậu,3.8 m,,,,Nhà phố liền kề,5 phòng,5 phòng,Nội thất đầy đủ,6,60 m²,,,,,,,,,,
2025-10-04T12:31:13.693919,Cập nhật 9 ngày trước,46 tỷ,,130 m²,"353,85 triệu/m²",Đã có sổ,Hẻm xe hơi,4 m,,Đông Nam,32 m,"Nhà mặt phố, mặt tiền",6 phòng,5 phòng,Nội thất đầy đủ,6,130 m²,,,,,,,,,,
2025-10-04T12:31:14.195033,Cập nhật 9 ngày trước,"32,9 tỷ",Đất thổ cư,132 m²,"249,24 triệu/m²",Đã có sổ,,,,,,,,,,,,,,,,,,,,,
2025-10-04T12:31:18.056969,Cập nhật 9 ngày trước,"23,9 tỷ",,82 m²,"291,46 triệu/m²",Đã có sổ,Hẻm xe hơi,4.1 m,,,,"Nhà mặt phố, mặt tiền",5 phòng,3 phòng,Nội thất đầy đủ,5,,,,,,,,,,,
2025-10-04T12:31:21.407540,Cập nhật 16 giờ trước,"6,8 tỷ",,32 m²,"212,50 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,,,,,,,,,,,,,,
2025-10-04T12:31:23.967854,Cập nhật 9 ngày trước,"5,8 triệu",,86 m²,67.441 đ/m²,Sổ hồng riêng,,,,,,,3 phòng,,Nội thất đầy đủ,,,Đã bàn giao,"Tập thể, cư xá",,,,Căn góc,,,,
2025-10-04T12:31:26.404079,Cập nhật 9 ngày trước,"16,5 tỷ",,75 m²,220 triệu/m²,Đang chờ sổ,,5 m,,,,"Nhà mặt phố, mặt tiền",3 phòng,3 phòng,Nội thất đầy đủ,3,,,,,,,,,,,
2025-10-04T12:31:28.310775,Cập nhật 1 ngày trước,"8,6 tỷ",,41 m²,"209,76 triệu/m²",Đã có sổ,Nhà nở hậu,3 m,,Đông Nam,15 m,"Nhà ngõ, hẻm",7 phòng,4 phòng,,5,41 m²,,,,,,,,,,
2025-10-04T12:31:30.450346,Cập nhật 9 ngày trước,"26,5 tỷ",,60 m²,"441,67 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",5 phòng,4 phòng,,5,,,,,,,,,,,
2025-10-04T12:31:30.870479,Cập nhật 9 ngày trước,"5,15 tỷ",Đất thổ cư,55 m²,"93,64 triệu/m²",Đã có sổ,Mặt tiền,7.2 m,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:31:34.326795,Cập nhật 9 ngày trước,"6,85 tỷ",,30 m²,"228,33 triệu/m²",Đã có sổ,Nhà nở hậu,4 m,,Đông Nam,7.6 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,,5,30 m²,,,,,,,,,,
2025-10-04T12:31:35.773513,Cập nhật 9 ngày trước,10 tỷ,,54 m²,"185,19 triệu/m²",Đã có sổ,,6 m,,,9 m,"Nhà ngõ, hẻm",6 phòng,4 phòng,Nội thất cao cấp,5,54 m²,,,,,,,,,,
2025-10-04T12:31:39.702005,Cập nhật 9 ngày trước,"7,5 tỷ",,38 m²,"197,37 triệu/m²",Đã có sổ,,4 m,,,,"Nhà mặt phố, mặt tiền",3 phòng,,Hoàn thiện cơ bản,6,38 m²,,,,,,,,,,
2025-10-04T12:31:40.128465,Cập nhật 9 ngày trước,"7,5 tỷ",,46 m²,"163,04 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,,5,,,,,,,,,,,
2025-10-04T12:31:40.183260,Cập nhật 9 ngày trước,"6,1 tỷ",,30 m²,"203,33 triệu/m²",Đã có sổ,Nhà nở hậu,3.5 m,,Tây Nam,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Hoàn thiện cơ bản,5,30 m²,,,,,,,,,,
2025-10-04T12:31:43.950086,Cập nhật 9 ngày trước,"5,439 tỷ",Đất thổ cư,85 m²,"63,99 triệu/m²",Đã có sổ,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,4.5 m,,Nam,16 m,,,,,,,,,,,,,,,,
2025-10-04T12:31:45.161541,Cập nhật 9 ngày trước,"10,9 tỷ",,50 m²,218 triệu/m²,Đã có sổ,,4 m,,,12.5 m,"Nhà ngõ, hẻm",5 phòng,4 phòng,,,50 m²,,,,,,,,,,
2025-10-04T12:31:49.723442,Cập nhật 9 ngày trước,"4,45 tỷ",,34 m²,"130,88 triệu/m²",Sổ hồng riêng,,,,,,,2 phòng,2 phòng,Nội thất cao cấp,,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,
2025-10-04T12:31:50.492009,Cập nhật 9 ngày trước,"7,2 tỷ",,35 m²,"205,71 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,,,,,,,,,,,,,,
2025-10-04T12:31:53.914131,Cập nhật 9 ngày trước,"45,8 tỷ",,135 m²,"339,26 triệu/m²",Đã có sổ,Hẻm xe hơi,7 m,,Đông Nam,19 m,Nhà biệt thự,3 phòng,3 phòng,Nội thất cao cấp,3,135 m²,,,,,,,,,,
2025-10-04T12:32:00.569252,Cập nhật 9 ngày trước,"9,29 tỷ",,38 m²,"244,47 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,6 phòng,Nội thất cao cấp,7,38 m²,,,,,,,,,,
2025-10-04T12:32:05.051715,Cập nhật 9 ngày trước,"14,4 tỷ",,46 m²,"313,04 triệu/m²",Đã có sổ,Nhà nở hậu Hẻm xe hơi,,,,,"Nhà mặt phố, mặt tiền",4 phòng,5 phòng,Hoàn thiện cơ bản,5,46 m²,,,,,,,,,,
2025-10-04T12:32:10.528768,Cập nhật 9 ngày trước,"10,5 tỷ",,21 m²,500 triệu/m²,Đã có sổ,Hẻm xe hơi Nhà nở hậu,4.5 m,,,,"Nhà mặt phố, mặt tiền",3 phòng,4 phòng,Nội thất đầy đủ,6,,,,,,,,,,,
2025-10-04T12:32:10.934664,Cập nhật 9 ngày trước,920 triệu,,40 m²,23 triệu/m²,Sổ hồng riêng,,,,,,,2 phòng,1 phòng,Nội thất cao cấp,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,
2025-10-04T12:32:12.601528,Cập nhật 9 ngày trước,7 tỷ,,36 m²,"194,44 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,5,,,,,,,,,,,
2025-10-04T12:32:14.867686,Cập nhật 9 ngày trước,"21,5 tỷ",,56 m²,"383,93 triệu/m²",Đã có sổ,Hẻm xe hơi,4 m,,,,"Nhà mặt phố, mặt tiền",4 phòng,6 phòng,Nội thất cao cấp,8,,,,,,,,,,,
2025-10-04T12:32:20.223679,Cập nhật 9 ngày trước,"7,2 tỷ",,60 m²,120 triệu/m²,Đã có sổ,,42 m,,,15 m,"Nhà ngõ, hẻm",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,60 m²,,,,,,,,,,
2025-10-04T12:32:21.738891,Cập nhật 9 ngày trước,"7,2 tỷ",,31 m²,"232,26 triệu/m²",Đã có sổ,Hẻm xe hơi,5 m,,,6.2 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,31 m²,,,,,,,,,,
2025-10-04T12:32:22.266802,Cập nhật 9 ngày trước,"4,95 tỷ",,32.7 m²,"151,38 triệu/m²",Đã có sổ,,3 m,,,12 m,"Nhà ngõ, hẻm",5 phòng,,Nội thất đầy đủ,5,,,,,,,,,,,
2025-10-04T12:32:21.963851,Cập nhật 9 ngày trước,"7,2 tỷ",,31 m²,"232,26 triệu/m²",Đã có sổ,Hẻm xe hơi,,,Tây Nam,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,,,,,,
2025-10-04T12:32:24.430352,Cập nhật 9 ngày trước,750 triệu,,48 m²,"15,62 triệu/m²",Sổ hồng riêng,,,,Đông,,,2 phòng,1 phòng,Nội thất đầy đủ,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,Đông Nam
2025-10-04T12:32:32.901952,Cập nhật 9 ngày trước,"5,9 tỷ",,28 m²,"210,71 triệu/m²",Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Hoàn thiện cơ bản,5,,,,,,,,,,,
2025-10-04T12:32:33.104377,Cập nhật 9 ngày trước,"7,2 tỷ",,30 m²,240 triệu/m²,Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,6,,,,,,,,,,,
2025-10-04T12:32:34.127714,Cập nhật 9 ngày trước,"4,9 tỷ",,31 m²,"158,06 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,,4,,,,,,,,,,,
2025-10-04T12:32:34.824580,Cập nhật 9 ngày trước,"7,75 tỷ",,36 m²,"215,28 triệu/m²",Đã có sổ,Hẻm xe hơi,3.3 m,,,11 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,36 m²,,,,,,,,,,
2025-10-04T12:32:33.663840,Cập nhật 9 ngày trước,"9,5 tỷ",,50 m²,190 triệu/m²,Đã có sổ,Nhà nở hậu,4.5 m,,,,"Nhà mặt phố, mặt tiền",4 phòng,,Nội thất cao cấp,5,50 m²,,,,,,,,,,
2025-10-04T12:32:45.856682,Cập nhật 9 ngày trước,"5,25 tỷ",,120 m²,"43,75 triệu/m²",Sổ hồng riêng,,,,,,,4 phòng,2 phòng,,,,Chưa bàn giao,"Tập thể, cư xá",,,,,,,,
2025-10-04T12:32:45.954088,Cập nhật 9 ngày trước,"5,5 tỷ",,55 m²,100 triệu/m²,Đã có sổ,Nhà nở hậu,4 m,,,,"Nhà ngõ, hẻm",8 phòng,,Nội thất đầy đủ,4,55 m²,,,,,,,,,,
2025-10-04T12:32:46.048039,Cập nhật 9 ngày trước,"38,6 tỷ",,203 m²,"190,15 triệu/m²",Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",8 phòng,Nhiều hơn 6 phòng,,4,203 m²,,,,,,,,,,
2025-10-04T12:32:46.307910,Cập nhật 9 ngày trước,"3,25 tỷ",Đất thổ cư,36 m²,"90,28 triệu/m²",Đã có sổ,,,,,,,,,,,,,,,,,,,,,
2025-10-04T12:32:55.491039,Cập nhật 9 ngày trước,"4,75 tỷ",,43 m²,"110,47 triệu/m²",Đã có sổ,Nhà nở hậu,4 m,,,,"Nhà ngõ, hẻm",4 phòng,,Hoàn thiện cơ bản,4,43 m²,,,,,,,,,,
2025-10-04T12:32:56.431445,Cập nhật 9 ngày trước,"13,8 tỷ",,37 m²,"372,97 triệu/m²",Đã có sổ,,4.7 m,,,7.8 m,"Nhà mặt phố, mặt tiền",3 phòng,3 phòng,Bàn giao thô,4,40 m²,,,,,,,,,,
2025-10-04T12:32:57.120485,Cập nhật 9 ngày trước,12 tỷ,,44 m²,"272,73 triệu/m²",Đã có sổ,Nhà nở hậu,3.6 m,,,12 m,"Nhà ngõ, hẻm",6 phòng,,Nội thất đầy đủ,5,220 m²,,,,,,,,,,
2025-10-04T12:33:08.225406,Cập nhật 5 ngày trước,"20,2 tỷ",,50 m²,404 triệu/m²,Đã có sổ,,,,,,Nhà phố liền kề,5 phòng,,Nội thất đầy đủ,,,,,,,,,,,,
2025-10-04T12:33:08.333430,Cập nhật 9 ngày trước,"10,755 tỷ",,48 m²,"224,06 triệu/m²",Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",4 phòng,5 phòng,Hoàn thiện cơ bản,5,50 m²,,,,,,,,,,
2025-10-04T12:33:08.930202,Cập nhật 9 ngày trước,"6,38 tỷ",,100 m²,"63,80 triệu/m²",Sổ hồng riêng,,,,,,,2 phòng,2 phòng,,,,Chưa bàn giao,Chung cư,,,,,,,,
2025-10-04T12:33:13.327242,Cập nhật 9 ngày trước,"7,09 tỷ",,43 m²,"164,88 triệu/m²",Đã có sổ,Hẻm xe hơi,4.6 m,,,,"Nhà ngõ, hẻm",3 phòng,,Nội thất đầy đủ,5,,,,,,,,,,,
2025-10-04T12:33:17.560479,Cập nhật 9 ngày trước,"8,35 tỷ",,34 m²,"245,59 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,34 m²,,,,,,,,,,
2025-10-04T12:33:18.170956,Cập nhật 9 ngày trước,"5,18 tỷ",,32 m²,"161,88 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:33:18.749059,Cập nhật 9 ngày trước,"16,5 tỷ",,205 m²,"80,49 triệu/m²",Đã có sổ,Hẻm xe hơi Nhà nở hậu,,,Đông Nam,,"Nhà ngõ, hẻm",4 phòng,3 phòng,Nội thất cao cấp,3,,,,,,,,,,,
2025-10-04T12:33:19.068014,Cập nhật 9 ngày trước,"4,5 tỷ",Đất thổ cư,70 m²,"64,29 triệu/m²",Đã có sổ,,,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:33:23.766994,Cập nhật 9 ngày trước,"6,56 tỷ",,35 m²,"187,43 triệu/m²",Đã có sổ,,4 m,,,9 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,4,35 m²,,,,,,,,,,
2025-10-04T12:33:26.487790,Cập nhật 9 ngày trước,15 tỷ,,41 m²,"365,85 triệu/m²",Đã có sổ,Hẻm xe hơi Nhà nở hậu,,,,,"Nhà mặt phố, mặt tiền",5 phòng,4 phòng,,,43 m²,,,,,,,,,,
2025-10-04T12:33:27.664429,Cập nhật 9 ngày trước,"29,79 tỷ",,87 m²,"342,41 triệu/m²",Đã có sổ,Hẻm xe hơi,8 m,,,,"Nhà ngõ, hẻm",8 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,9,96 m²,,,,,,,,,,
2025-10-04T12:33:28.334304,Cập nhật 9 ngày trước,"7,8 tỷ",,36 m²,"216,67 triệu/m²",Đã có sổ,Nhà nở hậu Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",4 phòng,5 phòng,Nội thất cao cấp,5,36 m²,,,,,,,,,,
2025-10-04T12:33:28.804047,Cập nhật 9 ngày trước,5 tỷ,Đất thổ cư,92.1 m²,"54,29 triệu/m²",Đã có sổ,Thổ cư toàn bộ,6.1 m,m²,Tây Nam,,,,,,,,,,,,,,,,,
2025-10-04T12:33:33.704927,Cập nhật 9 ngày trước,"3,95 tỷ",Đất thổ cư,60 m²,"65,83 triệu/m²",Đã có sổ,,,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:33:35.578577,Cập nhật 9 ngày trước,"4,8 tỷ",,130 m²,"36,92 triệu/m²",Sổ hồng riêng,,,,,,,3 phòng,2 phòng,Nội thất cao cấp,,,Đã bàn giao,"Tập thể, cư xá",,,3,Căn góc,,,,
2025-10-04T12:33:39.743669,Cập nhật 9 ngày trước,"3,45 tỷ",,48 m²,"71,88 triệu/m²",Sổ hồng riêng,,,,,,,1 phòng,1 phòng,Nội thất đầy đủ,,,Đã bàn giao,Chung cư,S1.05,,24,0,,,2408,Đông Bắc
2025-10-04T12:33:39.977117,Cập nhật 9 ngày trước,"8,9 tỷ",,47.5 m²,"187,37 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,,,6,,,,,,,,,,,
2025-10-04T12:33:42.937539,Cập nhật 9 ngày trước,"6,5 tỷ",,25 m²,260 triệu/m²,Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:33:44.870774,Cập nhật 9 ngày trước,"7,8 tỷ",,35 m²,"222,86 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,,Nội thất đầy đủ,6,,,,,,,,,,,
2025-10-04T12:33:46.428306,Cập nhật 9 ngày trước,"7,1 tỷ",,38 m²,"186,84 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:33:51.770761,Cập nhật 9 ngày trước,"5,35 tỷ",,30.5 m²,"175,41 triệu/m²",Đã có sổ,Nhà nở hậu,3.6 m,,,10 m,"Nhà ngõ, hẻm",3 phòng,3 phòng,Hoàn thiện cơ bản,5,30.5 m²,,,,,,,,,,
2025-10-04T12:33:53.933311,Cập nhật 9 ngày trước,"6,1 tỷ",,38 m²,"160,53 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,4,,,,,,,,,,,
2025-10-04T12:33:55.960609,Cập nhật 9 ngày trước,17 tỷ,,50 m²,340 triệu/m²,Đã có sổ,Nhà nở hậu,3.8 m,,,,"Nhà mặt phố, mặt tiền",3 phòng,4 phòng,Nội thất đầy đủ,4,50 m²,,,,,,,,,,
2025-10-04T12:34:01.571536,Cập nhật 9 ngày trước,58 tỷ,,90 m²,"644,44 triệu/m²",Đã có sổ,Hẻm xe hơi,5.5 m,,,,"Nhà mặt phố, mặt tiền",4 phòng,,Nội thất đầy đủ,,,,,,,,,,,,
2025-10-04T12:34:02.124246,Cập nhật 9 ngày trước,"7,8 tỷ",,33 m²,"236,36 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:34:03.740752,Cập nhật 9 ngày trước,"6,8 tỷ",,30 m²,"226,67 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,5,,,,,,,,,,,
2025-10-04T12:34:07.505474,Cập nhật 9 ngày trước,"6,75 tỷ",,54 m²,125 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",1 phòng,,,1,,,,,,,,,,,
2025-10-04T12:34:11.451797,Cập nhật 9 ngày trước,5 tỷ,,32 m²,"156,25 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",4 phòng,5 phòng,Nội thất đầy đủ,5,33 m²,,,,,,,,,,
2025-10-04T12:34:13.058129,Cập nhật 9 ngày trước,"13,5 tỷ",,35 m²,"385,71 triệu/m²",Đã có sổ,,6 m,,,7 m,"Nhà mặt phố, mặt tiền",4 phòng,4 phòng,Nội thất đầy đủ,5,38 m²,,,,,,,,,,
2025-10-04T12:34:15.631746,Cập nhật 9 ngày trước,"13,5 tỷ",Đất thổ cư,79 m²,"170,89 triệu/m²",Đã có sổ,Thổ cư toàn bộ,7 m,m²,,13 m,,,,,,,,,,,,,,,,
2025-10-04T12:34:16.848142,Cập nhật 9 ngày trước,"7,2 tỷ",,51 m²,"141,18 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:34:25.827321,Cập nhật 9 ngày trước,1 tỷ,,50 m²,20 triệu/m²,Sổ hồng riêng,,,,,,,2 phòng,1 phòng,,,,Đã bàn giao,"Căn hộ dịch vụ, mini",5,,6,,,,,
2025-10-04T12:34:28.017631,Cập nhật 9 ngày trước,7 tỷ,,35 m²,200 triệu/m²,Đã có sổ,Nhà nở hậu Hẻm xe hơi,3.4 m,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,Nội thất đầy đủ,4,35 m²,,,,,,,,,,
2025-10-04T12:34:29.817986,Cập nhật 9 ngày trước,3 tỷ,Đất thổ cư,80 m²,"37,50 triệu/m²",Đã có sổ,,5.2 m,,,15.5 m,,,,,,,,,,,,,,,,
2025-10-04T12:34:35.721755,Cập nhật 9 ngày trước,4 tỷ,Đất thổ cư,55 m²,"72,73 triệu/m²",Đã có sổ,,4 m,,,14 m,,,,,,,,,,,,,,,,
2025-10-04T12:34:40.666144,Cập nhật 9 ngày trước,"4,4 tỷ",Đất thổ cư,65 m²,"67,69 triệu/m²",Đã có sổ,,7 m,,,9 m,,,,,,,,,,,,,,,,
2025-10-04T12:34:40.773962,Cập nhật 9 ngày trước,"3,25 tỷ",,70 m²,"46,43 triệu/m²",Đang chờ sổ,,,,,,,2 phòng,2 phòng,Nội thất đầy đủ,,,Đã bàn giao,Chung cư,,,,,,,,
2025-10-04T12:34:44.831545,Cập nhật 9 ngày trước,7 tỷ,,30 m²,"233,33 triệu/m²",Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,,,,,,
2025-10-04T12:34:49.935592,Cập nhật 9 ngày trước,"62,8 tỷ",,194 m²,"323,71 triệu/m²",Đã có sổ,,,,,,Nhà biệt thự,5 phòng,6 phòng,Nội thất cao cấp,4,194 m²,,,,,,,,,,
2025-10-04T12:34:57.123994,Cập nhật 9 ngày trước,"10,5 tỷ",,46 m²,"228,26 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:34:58.446585,Cập nhật 9 ngày trước,10 tỷ,Đất thổ cư,50 m²,200 triệu/m²,Đã có sổ,,,,,,,,,,,,,,,,,,,,,
2025-10-04T12:35:05.975711,Cập nhật 9 ngày trước,"6,3 tỷ",,35 m²,180 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:35:14.318757,Cập nhật 9 ngày trước,"9,5 tỷ",,52 m²,"182,69 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,,,,,,,,,,,,,,
2025-10-04T12:35:15.219973,Cập nhật 9 ngày trước,"13,199 tỷ",Đất thổ cư,60 m²,"219,98 triệu/m²",Đã có sổ,"Hẻm xe hơi
Thổ cư toàn bộ",4 m,m²,,15.6 m,,,,,,,,,,,,,,,,
2025-10-04T12:35:15.670808,Cập nhật 9 ngày trước,"6,6 tỷ",Đất thổ cư,102 m²,"64,71 triệu/m²",Đã có sổ,"Hẻm xe hơi
Thổ cư toàn bộ",5 m,,Đông,20 m,,,,,,,,,,,,,,,,
2025-10-04T12:35:17.675742,Cập nhật 9 ngày trước,"9,29 tỷ",,38 m²,"244,47 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,6 phòng,Nội thất cao cấp,7,38 m²,,,,,,,,,,
2025-10-04T12:35:22.268215,Cập nhật 9 ngày trước,"8,9 tỷ",,47.5 m²,"187,37 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,,,6,,,,,,,,,,,
2025-10-04T12:35:24.326830,Cập nhật 9 ngày trước,"6,7 tỷ",,37 m²,"181,08 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,,3 m²,,,,,,,,,,
2025-10-04T12:35:26.103738,Cập nhật 9 ngày trước,"5,4 tỷ",,48 m²,"112,50 triệu/m²",Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:35:27.523600,Cập nhật 9 ngày trước,10 tỷ,,42 m²,"238,10 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,Nội thất cao cấp,6,,,,,,,,,,,
2025-10-04T12:35:31.423689,Cập nhật 9 ngày trước,1 tỷ,,35 m²,"28,57 triệu/m²",Đang chờ sổ,,,,,,,2 phòng,2 phòng,Nội thất đầy đủ,,,Chưa bàn giao,"Căn hộ dịch vụ, mini",5,,6,,,,,
2025-10-04T12:35:33.519722,Cập nhật 9 ngày trước,"3,69 tỷ",,33 m²,"111,82 triệu/m²",Không có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,3 phòng,,3,,,,,,,,,,,
2025-10-04T12:35:35.366860,Cập nhật 9 ngày trước,"7,95 tỷ",,38 m²,"209,21 triệu/m²",Đã có sổ,,3.5 m,,,11 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,38 m²,,,,,,,,,,
2025-10-04T12:35:35.426765,Cập nhật 3 ngày trước,"14,8 tỷ",,70 m²,"211,43 triệu/m²",Đã có sổ,Hẻm xe hơi Nhà nở hậu,4 m,,Tây Nam,18 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,6,70 m²,,,,,,,,,,
2025-10-04T12:35:36.711732,Cập nhật 9 ngày trước,13 tỷ,,50 m²,260 triệu/m²,Đã có sổ,Hẻm xe hơi,5 m,,,10 m,"Nhà mặt phố, mặt tiền",5 phòng,5 phòng,Nội thất đầy đủ,5,50 m²,,,,,,,,,,
2025-10-04T12:35:41.350752,Cập nhật 9 ngày trước,"17,6 tỷ",Đất nền dự án,82 m²,"214,63 triệu/m²",Đã có sổ,Hẻm xe hơi,5 m,m²,Đông Bắc,16.4 m,,,,,,,,,,,,,,,,
2025-10-04T12:35:42.136219,Cập nhật 9 ngày trước,"7,2 tỷ",,45 m²,160 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,5,,,,,,,,,,,
2025-10-04T12:35:45.082853,Cập nhật 9 ngày trước,"7,2 tỷ",,44 m²,"163,64 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:35:44.975805,Cập nhật 9 ngày trước,"4,8 tỷ",Đất thổ cư,97 m²,"49,48 triệu/m²",Đã có sổ,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,5 m,m²,,19 m,,,,,,,,,,,,,,,,
2025-10-04T12:35:51.359052,Cập nhật 9 ngày trước,"6,59 tỷ",,35 m²,"188,29 triệu/m²",Đã có sổ,,3 m,,Tây,,"Nhà ngõ, hẻm",4 phòng,4 phòng,,5,35 m²,,,,,,,,,,
2025-10-04T12:35:51.589811,Cập nhật 9 ngày trước,"22,5 tỷ",,70 m²,"321,43 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:35:55.900202,Cập nhật 9 ngày trước,"9,65 tỷ",,45 m²,"214,44 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",6 phòng,,,5,,,,,,,,,,,
2025-10-04T12:35:56.649877,Cập nhật 9 ngày trước,16 tỷ,Đất thổ cư,140 m²,"114,29 triệu/m²",Đã có sổ,Hẻm xe hơi Nở hậu Thổ cư toàn bộ,7.3 m,,,,,,,,,,,,,,,,,,,
2025-10-04T12:35:58.154298,Cập nhật 9 ngày trước,"5,999 tỷ",,33 m²,"181,79 triệu/m²",Đã có sổ,,,,Tây,,"Nhà ngõ, hẻm",3 phòng,3 phòng,,,,,,,,,,,,,
2025-10-04T12:36:01.506050,Cập nhật 9 ngày trước,17 tỷ,,91 m²,"186,81 triệu/m²",Đã có sổ,,5 m,,Đông Nam,20 m,"Nhà ngõ, hẻm",5 phòng,,Nội thất đầy đủ,5,91 m²,,,,,,,,,,
2025-10-04T12:36:02.388656,Cập nhật 9 ngày trước,"5,3 tỷ",Đất thổ cư,63 m²,"84,13 triệu/m²",Đã có sổ,,,m²,,,,,,,,,,,,,,,,,,
